file_id	author	title	volume	birth	death
schandorph01val_workid74282	 Sophus Schandorph	Aftenpassiar	FORTÆLLINGER FØRSTE BIND	1836	1901
claussen09val_workid71064	 Sophus Claussen	En prolog til 'frøken julie'	Lyrik VII	1865	1931
staffeldt01val_workid91880	 Schack von Staffeldt	Viii. hyrdetimen. 1	Samlede digte	1769	1826
kingo04val_workid85213	 Thomas Kingo	See! see nu bliver herren kiendt	Samlede Skrifter 4	1634	1703
gyllem14val_workid58123	 Thomasine Gyllembourg	To tidsaldre	Drøm og Virkelighed To Tidsaldre	1773	1856
kaalund01_workid55272	 H. V. Kaalund	Et foraar	SAMLEDE DIGTE	1818	1885
bording01val_workid128200	 Anders Bording	Ej nogen med fuld vigtig' ord	Digte	1619	1677
hertz11_lev_workid54950	 Henrik Hertz	Retouren fra paradis	Digte fra forskellige Perioder	1798	1870
brorson02val_workid115425	 Hans Adolph Brorson	Ach! seer dog, hvilken kierlighed	Samlede skrifter	1694	1764
richardt01_workid91395	 Christian Richardt	Kong frederik den syvende.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
claussen06val_workid55691	 Sophus Claussen	Landskab	Lyrik IV	1865	1931
wesselhhl_workid71647	 Johan Herman Wessel	Paa munkebjærg	Samlede Digte	1742	1785
kingo01val_workid70457	 Thomas Kingo	Nytaarsdigt til en moder (dk)	Samlede Skrifter 1	1634	1703
kingo04val_workid118522	 Thomas Kingo	Saa har ald verden da dend trøst	Samlede Skrifter 4	1634	1703
michs_01_workid56244	 Sophus Michaëlis	Siesta	DIGTE	1865	1932
bang06val_workid74956	 Herman Bang	Den gyldne stad	Værker i Mindeudgave 6	1857	1912
grundtvig11val_workid155256	 N.F.S. Grundtvig	Tusinde hvirvler paa tromme vi slaae	SAMLET UDGAVE	1783	1872
grundtvig11val_workid149747	 N.F.S. Grundtvig	Hvilende paa mig er guds aand	SAMLET UDGAVE	1783	1872
munp1_workid71603	 Gustaf Munch-Petersen	Maageskrig	samlede skrifter I	1912	1938
bagger01val_workid81139	 Carl Bagger	Prolog	UDVALGTE SKRIFTER	1807	1846
holb06val_workid93781	 Ludvig Holberg	De usynlige	Værker i tolv bind	1684	1754
larsenthfiredigt_workid63580	 Thøger Larsen	Skumring	Fire digtsamlinger 1904-1912	1875	1928
holb11val_workid67022	 Ludvig Holberg	Epistola 358	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754
grundtvig11val_workid151105	 N.F.S. Grundtvig	Kvinden saae, din frugt var skiøn	SAMLET UDGAVE	1783	1872
heibergpa01val_workid125997	 Peter Andreas Heiberg	Vise den 29. august 1794	Udvalgte Skrifter	1758	1841
blich06_workid67721	 Steen Steensen Blicher	Særdeles jagtiver	Udvalgte Værker	1782	1848
claussen09val_workid69639	 Sophus Claussen	Fardag i pepitas hjerte	Lyrik VII	1865	1931
munp1_workid74569	 Gustaf Munch-Petersen	Min søster er bekymret	samlede skrifter I	1912	1938
knudsenj02val_workid54106	 Jakob Knudsen	Sind (danske klassikere)	Sind	1858	1917
kingo04val_workid118788	 Thomas Kingo	Følg, jesu, med, jeg er din vandringsmand	Samlede Skrifter 4	1634	1703
richardt02_workid99115	 Christian Richardt	Ved n. f. s. grundtvigs hundredaarsfest i udby.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
aare03val_workid74183	 Emil Aarestrup	Ved stranden	Aarestrup vol 3	1800	1856
aakjaer02val_workid91221	 Jeppe Aakjær	Nyaars-gry. (william morris.)	SAMLEDE VÆRKER II	1866	1930
kaalund01_workid96479	 H. V. Kaalund	Nu slukkes tidens store lys.	SAMLEDE DIGTE	1818	1885
moeller02val_workid55595	 Poul Martin Møller	Optegnelser paa kinarejsen	SKRIFTER I UDVALG	1794	1838
moeller01val_workid67162	 Poul Martin Møller	Kunstneren mellem oprørerne	SKRIFTER I UDVALG	1794	1838
richardt01_workid56874	 Christian Richardt	Fest-kantate.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
kingo09val_workid77038	 Thomas Kingo	Kom, siæl, og lad os græde (dk)	Digtning i udvalg	1634	1703
kingo04val_workid80661	 Thomas Kingo	Paa bierget har nu jesus endt	Samlede Skrifter 4	1634	1703
jacobjp07val_workid54105	 J.P. Jacobsen	Fra gaden	Fru Marie Grubbe	1847	1885
jacob05val_workid57026	 J.P. Jacobsen	Bøgeskoven	Samlede Værker V	1847	1885
aarestrup07val_workid81439	 Emil Aarestrup	Yndig er ourebygaard i sommerens blussende skjønhed ... (dk)	Udvalgte digte	1800	1856
grundtvig11val_workid145052	 N.F.S. Grundtvig	Daniel i løver-kulen	SAMLET UDGAVE	1783	1872
ewald05val_workid74304	 Johannes Ewald	Aftenen: et fragment (1778)	Samlede skrifter	1743	1781
richardt02_workid62949	 Christian Richardt	Peters befrielse.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
stub02val_workid57135	 Ambrosius Stub	Jeg staar paa mine fødder	Digte	1705	1758
hjort_01_workid54086	 Knud Hjortø	Syner (danske klassikere)	Syner	1869	1931
richardt02_workid74201	 Christian Richardt	Drot og folk.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
knudsenj01val_workid69676	 Jakob Knudsen	Afklaring (danske klassikere)	Gjæring · Afklaring	1858	1917
grundtvig08val_workid85415	 N.F.S. Grundtvig	Den christne kirke og den tydske theologi	UDVALGTE SKRIFTER	1783	1872
aare04val_workid70082	 Emil Aarestrup	Ei de snoe sig om det stive	Samlede Skrifter IV	1800	1856
munp1_workid66329	 Gustaf Munch-Petersen	Frokost	samlede skrifter I	1912	1938
brorson03grval_workid63552	 Hans Adolph Brorson	Humlebo.	Samlede skrifter	1694	1764
aakjaer02val_workid75991	 Jeppe Aakjær	Jens hans hywlbor.	SAMLEDE VÆRKER II	1866	1930
kingo04val_workid119531	 Thomas Kingo	Hil, jesu, dig, estu du her midt i blant!	Samlede Skrifter 4	1634	1703
kingo04val_workid87138	 Thomas Kingo	Min siæl nu love herren	Samlede Skrifter 4	1634	1703
grundtvig03val_workid105147	 N.F.S. Grundtvig	Danne-virke ii	UDVALGTE SKRIFTER	1783	1872
munp2_workid61508	 Gustaf Munch-Petersen	The ring	samlede skrifter II	1912	1938
kingo02val_workid77026	 Thomas Kingo	Lyk-ynske, der griffenfeld blev rigets cantzeler [1674?]	Samlede Skrifter 2	1634	1703
stub02val_workid64552	 Ambrosius Stub	Er han borte al min eje?	Digte	1705	1758
holb11val_workid66869	 Ludvig Holberg	Epistola 354	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754
kingo03val_workid56691	 Thomas Kingo	Djævlerier [undertitel]	Samlede Skrifter 3	1634	1703
plough01_workid70261	 Carl Ploug	Norden [2]	SAMLEDE DIGTE	1813	1894
claussen05val_workid62674	 Sophus Claussen	Afrodites dampe	Lyrik III	1865	1931
grundtvig11val_workid74573	 N.F.S. Grundtvig	Der var en kæmpe, stor og stærk	SAMLET UDGAVE	1783	1872
michs_05_workid59627	 Sophus Michaëlis	La france	LIVETS FEST	1865	1932
michs_03_workid61249	 Sophus Michaëlis	Barnet	SOLBLOMSTER	1865	1932
richardt03_workid79056	 Christian Richardt	Prolog til festballet	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
paludanm01_workid91167	 Frederik Paludan-Müller	Lucifers fald (1834)	POETISKE SKRIFTER I UDVALG I. BIND	1809	1876
michs_03_workid62156	 Sophus Michaëlis	Aftenvandring	SOLBLOMSTER	1865	1932
larsenthfiredigt_workid59166	 Thøger Larsen	Maj	Fire digtsamlinger 1904-1912	1875	1928
kaalund01_workid76779	 H. V. Kaalund	Væderen og grisen.	SAMLEDE DIGTE	1818	1885
wesselhhl_workid84163	 Johan Herman Wessel	Mærk derpaa!	Samlede Digte	1742	1785
boedtcher01_workid75783	 Ludvig Bødtcher	Eros	SAMLEDE DIGTE	1793	1874
claussen04val_workid59247	 Sophus Claussen	Flammelille	Lyrik II	1865	1931
michs_05_workid61292	 Sophus Michaëlis	Antike billeder	LIVETS FEST	1865	1932
bording01val_workid102518	 Anders Bording	Hie ligt her schultus, der hies kordt	Digte	1619	1677
staffeldt01val_workid94140	 Schack von Staffeldt	Gjensyn (1838)	Samlede digte	1769	1826
aarestrup07val_workid70347	 Emil Aarestrup	Tilstaaelse (dk)	Udvalgte digte	1800	1856
claussen09val_workid68833	 Sophus Claussen	Straaletimer	Lyrik VII	1865	1931
aakjaer01val_workid71828	 Jeppe Aakjær	Den revolutionære student	SAMLEDE VÆRKER I	1866	1930
kaalund01_workid59788	 H. V. Kaalund	Den sande fryd.	SAMLEDE DIGTE	1818	1885
munp1_workid68752	 Gustaf Munch-Petersen	Kong fredrik gav sit vise bud	samlede skrifter I	1912	1938
aakjaer06val_workid67117	 Jeppe Aakjær	Eros og bierne	SAMLEDE VÆRKER	1866	1930
claussen04val_workid58058	 Sophus Claussen	Foraarspløjn1ng	Lyrik II	1865	1931
grundtvig05val_workid83573	 N.F.S. Grundtvig	Af krønike-riim	UDVALGTE SKRIFTER	1783	1872
rode_13_workid59413	 Helge Rode	Kirkeklokken	DEN VILDE ROSE	1870	1937
wintherchr03val_workid59329	 Christian Winther	De to cousiner	Poetiske Skrifter 3	1796	1876
grundtvig12val_workid92234	 N.F.S. Grundtvig	Blomst kan visne før sol nedgaaer	SAMLET UDGAVE	1783	1872
kingo04val_workid83649	 Thomas Kingo	Beholdt os herre ved dit ord	Samlede Skrifter 4	1634	1703
michs_01_workid56044	 Sophus Michaëlis	Bøgegrene	DIGTE	1865	1932
wesselhhl_workid85942	 Johan Herman Wessel	Impromptu ved en offring	Samlede Digte	1742	1785
hcaeventyr03val_workid65155	 Hans Christian Andersen	Nye eventyr og historier. første række. anden samling. 1858	Eventyr III	1805	1875
worm01val_workid106177	 Jacob Worms	Parodi på horats i den 9. ode i den 1. bog af digtene til thalia	SKRIFTER	1642	1693
grundtvig09val_workid70140	 N.F.S. Grundtvig	Om kirkehistorien	UDVALGTE SKRIFTER	1783	1872
moeller01val_workid60161	 Poul Martin Møller	Til laura	SKRIFTER I UDVALG	1794	1838
claussen04val_workid60786	 Sophus Claussen	Rejsebilleder	Lyrik II	1865	1931
boedtcher01_workid78586	 Ludvig Bødtcher	Prolog (21. sept. 1817)	SAMLEDE DIGTE	1793	1874
munp1_workid63026	 Gustaf Munch-Petersen	Mikael gaar	samlede skrifter I	1912	1938
claussen10val_workid76690	 Sophus Claussen	Lord byron: italien. af beppo	Lyrik VIII	1865	1931
stub01val_workid73927	 Ambrosius Stub	Æreminde og grav-skrift: over grevinde leonora christina	Digte	1705	1758
claussen04val_workid57682	 Sophus Claussen	Solskinsvise	Lyrik II	1865	1931
grundtvig11val_workid156312	 N.F.S. Grundtvig	Vor frelser! ved dit naade-bord	SAMLET UDGAVE	1783	1872
kingo09val_workid64423	 Thomas Kingo	Ach herre lad dog ey din vred' opsyde (dk)	Digtning i udvalg	1634	1703
brorson02val_workid54970	 Hans Adolph Brorson	Loven er et helligt bud	Samlede skrifter	1694	1764
claussen08val_workid60618	 Sophus Claussen	Vaar	Lyrik VI	1865	1931
aare03val_workid64190	 Emil Aarestrup	Til elskov	Aarestrup vol 3	1800	1856
oehl03val_workid85935	 Adam Oehlenschläger	Hakon jarl hin rige	POETISKE SKRIFTER III	1779	1850
grundtvig11val_workid136117	 N.F.S. Grundtvig	Gak under jesu kors at staae	SAMLET UDGAVE	1783	1872
grundtvig12val_workid101937	 N.F.S. Grundtvig	Der var en gammel hyrde	SAMLET UDGAVE	1783	1872
larsenthfiredigt_workid68640	 Thøger Larsen	Jørgen brønlund	Fire digtsamlinger 1904-1912	1875	1928
aakjaer01val_workid95421	 Jeppe Aakjær	Morgendugg	SAMLEDE VÆRKER I	1866	1930
wied07val_workid54549	 Gustav Wied	The song of the useless	Romaner Noveller Skuespil 7	1858	1914
claussen09val_workid69458	 Sophus Claussen	Det regner over jordens kugle	Lyrik VII	1865	1931
wesselhhl_workid67687	 Johan Herman Wessel	Den druknede	Samlede Digte	1742	1785
stub01val_workid72438	 Ambrosius Stub	Impromtu (efter ærter)	Digte	1705	1758
claussen07val_workid57313	 Sophus Claussen	Danske vers /fabler	Lyrik V	1865	1931
claussen08val_workid64990	 Sophus Claussen	Kvindens bekendelse	Lyrik VI	1865	1931
plough01_workid96152	 Carl Ploug	Prolog, fremsagt paa det kgl. theater i stockholm (1856)	SAMLEDE DIGTE	1813	1894
ingemann02_workid54477	 B.S. Ingemann	Valdemar seier	Valdemar Seier	1789	1862
sthen01val_workid58297	 Hans Christensen Sthen	En bøn at bede for et siugt menniske, der ligger i sit yderste	Skrifter I En liden Vandrebog	1544	1610
claussen08val_workid61214	 Sophus Claussen	Nils collett vogt	Lyrik VI	1865	1931
stuckenberg02_workid85714	 Viggo Stuckenberg	Sct. hansvers	SAMLEDE VÆRKER	1863	1905
claussen09val_workid71468	 Sophus Claussen	For fremtidens aasyn	Lyrik VII	1865	1931
aakjaer01val_workid65373	 Jeppe Aakjær	Politisk uenighed	SAMLEDE VÆRKER I	1866	1930
aare04val_workid67937	 Emil Aarestrup	Her var end naturen samlet	Samlede Skrifter IV	1800	1856
sthen01val_workid78091	 Hans Christensen Sthen	Læseren taler til bogen	Skrifter I En liden Vandrebog	1544	1610
stuckenberg03_workid61957	 Viggo Stuckenberg	Sol	SAMLEDE VÆRKER	1863	1905
staffeldt01val_workid85261	 Schack von Staffeldt	I. genierne	Samlede digte	1769	1826
kingo01val_workid94685	 Thomas Kingo	Indskrift pa blokken ved christianhavns kirke	Samlede Skrifter 1	1634	1703
staffeldt01val_workid69814	 Schack von Staffeldt	Ved christushovedet, af annibale carracci, i det dresdenske gallerie	Samlede digte	1769	1826
claussen03val_workid67194	 Sophus Claussen	Dog har jeg troen paa en salighed	Lyrik I	1865	1931
grundtvig08val_workid157544	 N.F.S. Grundtvig	Friskolesangen	UDVALGTE SKRIFTER	1783	1872
aare03val_workiddyrehaugen	 Emil Aarestrup	Dyrehaugen	Aarestrup vol 3	1800	1856
claussen04val_workid58675	 Sophus Claussen	Paa kysten ved helsingør	Lyrik II	1865	1931
claussen05val_workid55190	 Sophus Claussen	Djævlerier	Lyrik III	1865	1931
boedtcher01_workid81086	 Ludvig Bødtcher	Til en dame	SAMLEDE DIGTE	1793	1874
kingo04val_workid87777	 Thomas Kingo	Guds naade og aarvaagenhed	Samlede Skrifter 4	1634	1703
drachmann01_workid87494	 Holger Drachmann	Luther i wittenberg	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
staffeldt01val_workid75330	 Schack von Staffeldt	Iii. ved den mediceiske venus	Samlede digte	1769	1826
munp2_workid60708	 Gustaf Munch-Petersen	Melody	samlede skrifter II	1912	1938
stub02val_workid64751	 Ambrosius Stub	Pigen fra cadix	Digte	1705	1758
rode_04_workid53722	 Helge Rode	Æolsharpen	ARIEL. EN DIGTSAMLING	1870	1937
staffeldt01val_workid91781	 Schack von Staffeldt	Vii. sværmerens huris	Samlede digte	1769	1826
brorson01_workid99777	 Hans Adolph Brorson	O søde gud! din naades magt,	Samlede skrifter	1694	1764
grundtvig11val_workid137526	 N.F.S. Grundtvig	Jesus, i din død er livet	SAMLET UDGAVE	1783	1872
boedtcher01_workid84110	 Ludvig Bødtcher	Til min egen dreng	SAMLEDE DIGTE	1793	1874
richardt02_workid88082	 Christian Richardt	Rudolf frimodt	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
hcaeventyr04val_workid66255	 Hans Christian Andersen	Skarnbassen	Eventyr IV	1805	1875
hcaeventyr05val_workid92789	 Hans Christian Andersen	Temperamenterne.	Eventyr V	1805	1875
claussen04val_workid55620	 Sophus Claussen	Pilefløjter [undertitel]	Lyrik II	1865	1931
hcaeventyr05val_workid73807	 Hans Christian Andersen	Hvad man kan hitte paa	Eventyr V	1805	1875
claussen05val_workid55993	 Sophus Claussen	Hvad gjør det	Lyrik III	1865	1931
boedtcher01_workid79220	 Ludvig Bødtcher	Hun gik til søndagsdandsen	SAMLEDE DIGTE	1793	1874
rode_01_workid54913	 Helge Rode	Liljekonval	HVIDE BLOMSTER	1870	1937
munp2_workid69244	 Gustaf Munch-Petersen	Fiskerleje	samlede skrifter II	1912	1938
kaalund01_workid60507	 H. V. Kaalund	Da hun var voxen.	SAMLEDE DIGTE	1818	1885
grundtvig11val_workid150301	 N.F.S. Grundtvig	Bisper og præster, som axled ved daaben	SAMLET UDGAVE	1783	1872
aare03val_workid63511	 Emil Aarestrup	Til - - [en børneflok, en jomfruskare]	Aarestrup vol 3	1800	1856
aare03val_workid67983	 Emil Aarestrup	Charlottenlund	Aarestrup vol 3	1800	1856
claussen08val_workid58768	 Sophus Claussen	21. 2. 24	Lyrik VI	1865	1931
aakjaer02val_workid70443	 Jeppe Aakjær	Morgen.	SAMLEDE VÆRKER II	1866	1930
staffeldt01val_workid105508	 Schack von Staffeldt	Melancholie. af en ufuldendt selvmordercharakteristik	Samlede digte	1769	1826
kingo09val_workid67236	 Thomas Kingo	O herre hør min jammers bøn (dk)	Digtning i udvalg	1634	1703
grundtvig11val_workid103270	 N.F.S. Grundtvig	Søndag-morgen fra de døde	SAMLET UDGAVE	1783	1872
richardt02_workid75753	 Christian Richardt	Korn i hus.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
jacob03val_workid59267	 J.P. Jacobsen	Gurresange	Samlede Værker III	1847	1885
hostrup01_workid54989	 Jens Christian Hostrup	Guds fred! hvor i bygge. (forspil (af nyaars-morgen 1824.))	KOMEDIER OG DIGTE	1818	1892
grundtvig11val_workid108532	 N.F.S. Grundtvig	Bethlehem i juda-egne	SAMLET UDGAVE	1783	1872
michs_03_workid64667	 Sophus Michaëlis	I observatoriet	SOLBLOMSTER	1865	1932
stub02val_workid58460	 Ambrosius Stub	Kongen opnaae snee-hviid alder	Digte	1705	1758
kingo03val_workid86616	 Thomas Kingo	Rind nu op i jesu navn du livsalig	Samlede Skrifter 3	1634	1703
stub02val_workid66404	 Ambrosius Stub	Men ogsaa var der en maler til stede	Digte	1705	1758
aarestrup07val_workid54024	 Emil Aarestrup	Er du en christen? - spurgte du mig nylig ... (dk)	Udvalgte digte	1800	1856
richardt01_workid92035	 Christian Richardt	Gyldendalske boghandels hundredaarsfest.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
bording01val_workid102028	 Anders Bording	Vel hafver jeg mit nafn af løfve	Digte	1619	1677
aare02val_workid55723	 Emil Aarestrup	Døer jeg - nuvel! jeg frygter el	Samlede Skrifter II	1800	1856
brorson01_workid115206	 Hans Adolph Brorson	Hvad hører jeg i paradiis?	Samlede skrifter	1694	1764
staffeldt01val_workid82928	 Schack von Staffeldt	Til harmonien	Samlede digte	1769	1826
richardt03_workid77365	 Christian Richardt	Ancker's legat.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
wintherchr01val_workid98132	 Christian Winther	Jeg drømmer om dig i nattens  stund	Poetiske Skrifter 1	1796	1876
holb11val_workid68429	 Ludvig Holberg	Epistola 467	"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER"	1684	1754
boedtcher01_workid89932	 Ludvig Bødtcher	Til fru emma bødtcher, f. rosenstand	SAMLEDE DIGTE	1793	1874
sthen01val_workid75982	 Hans Christensen Sthen	Den anden vise, sommersens tid ieg prijse vil, christelige forandret	Skrifter I En liden Vandrebog	1544	1610
aarestrup07val_workid63860	 Emil Aarestrup	I fjelleboden (dk)	Udvalgte digte	1800	1856
aakjaer02val_workid70260	 Jeppe Aakjær	Ræbild-kantate. den kjære brune hede.	SAMLEDE VÆRKER II	1866	1930
blich06_workid86593	 Steen Steensen Blicher	Vagtlen	Udvalgte Værker	1782	1848
moeller02val_workid69296	 Poul Martin Møller	Indledning  til  en afhandling om affektation	SKRIFTER I UDVALG	1794	1838
bagger01val_workid72884	 Carl Bagger	Herregaarden	UDVALGTE SKRIFTER	1807	1846
bording01val_workid93737	 Anders Bording	Dv nock-hiemsøgte cimber-land	Digte	1619	1677
wesselhhl_workid85892	 Johan Herman Wessel	Lyksalighed (2)	Samlede Digte	1742	1785
kingo01val_workid75679	 Thomas Kingo	Kingos svar paa jacob worms kalotvise	Samlede Skrifter 1	1634	1703
aarestrup07val_workid83023	 Emil Aarestrup	Naar jeg i eenrum færdes ... (dk)	Udvalgte digte	1800	1856
kingo09val_workid96294	 Thomas Kingo	See, nu er pilatus gangen (dk)	Digtning i udvalg	1634	1703
richardt03_workid63312	 Christian Richardt	Vi stakkels travle menneskebørn.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
wesselhhl_workid84236	 Johan Herman Wessel	N. n. er mit navn,	Samlede Digte	1742	1785
grundtvig01val_workid78314	 N.F.S. Grundtvig	Maskeradeballet i dannemark	UDVALGTE SKRIFTER	1783	1872
aarestrup07val_workid57582	 Emil Aarestrup	Stævnemødet (dk)	Udvalgte digte	1800	1856
hcaeventyr03val_workid78732	 Hans Christian Andersen	Nye eventyr og historier. første række. fjerde samling. 1860	Eventyr III	1805	1875
bording01val_workid102634	 Anders Bording	Hic jacet dominus magister	Digte	1619	1677
blic03val_workid60767	 Steen Steensen Blicher	Ak! hvor forandret! (dk)	Noveller	1782	1848
stub01val_workid63166	 Ambrosius Stub	Som en nøysom jeg foragter	Digte	1705	1758
aare04val_workid58817	 Emil Aarestrup	Patriotisk elegie	Samlede Skrifter IV	1800	1856
jacob05val_workid55961	 J.P. Jacobsen	Ch. darwin: 'the descent of man'	Samlede Værker V	1847	1885
leonora01_workid66408	 Leonora Christina	Jammers minde	JAMMERS MINDE OG ANDRE SELVBIOGRAFISKE SKILDRINGER	1621	1698
aakjaer01val_workid89528	 Jeppe Aakjær	Øwer æ æwn	SAMLEDE VÆRKER I	1866	1930
blich06_workid92292	 Steen Steensen Blicher	Krigssange. i. udmarsch	Udvalgte Værker	1782	1848
kaalund01_workid73790	 H. V. Kaalund	Fredspiben.	SAMLEDE DIGTE	1818	1885
wessel-lykken_workid54107	 Johan Herman Wessel	I sverrig	Lykken bedre end Forstanden	1742	1785
holberg12_workid78698	 Ludvig Holberg	Brev til grev johan ludvig holstein	VÆRKER i tolv Bind	1684	1754
paludanm01_workid125249	 Frederik Paludan-Müller	Dryaden et dramatisk digt (1844)	POETISKE SKRIFTER I UDVALG I. BIND	1809	1876
grundtvig11val_workid141390	 N.F.S. Grundtvig	Jesus lever, graven brast	SAMLET UDGAVE	1783	1872
blich06_workid67940	 Steen Steensen Blicher	Urhønsjagten	Udvalgte Værker	1782	1848
grundtvig04val_workid76230	 N.F.S. Grundtvig	Forord til danmarks krønike	UDVALGTE SKRIFTER	1783	1872
hcaeventyr04val_workid64743	 Hans Christian Andersen	Jødepigen	Eventyr IV	1805	1875
staffeldt01val_workid88452	 Schack von Staffeldt	St. jørgen fra søen	Samlede digte	1769	1826
sthen01val_workid55585	 Hans Christensen Sthen	Det første du reyss dig op om morgenen, da sig saa	Skrifter I En liden Vandrebog	1544	1610
claussen11val_workid64076	 Sophus Claussen	Mellem anemoner	Lyrik IX:1	1865	1931
worm01val_workid54442	 Jacob Worms	Den første grøde, den første føde, hører herren till, og er hannem hellig!	SKRIFTER	1642	1693
richardt01_workid92969	 Christian Richardt	Nordens kvinde.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
claussen08val_workid62684	 Sophus Claussen	Den nye prokurator	Lyrik VI	1865	1931
michs_03_workid55784	 Sophus Michaëlis	Sol paa sne	SOLBLOMSTER	1865	1932
brorson03grval_workid54385	 Hans Adolph Brorson	I jomfruer, i kloge	Samlede skrifter	1694	1764
wintherchr01val_workid70619	 Christian Winther	Mathildes hænder	Poetiske Skrifter 1	1796	1876
grundtvig11val_workid130196	 N.F.S. Grundtvig	Kommer sjæle, dyrekiøbte	SAMLET UDGAVE	1783	1872
rode_01_workid60361	 Helge Rode	Morgen (2)	HVIDE BLOMSTER	1870	1937
richardt02_workid91874	 Christian Richardt	Fyens hegn.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
grundtvig11val_workid83662	 N.F.S. Grundtvig	Guds ord blev aldrig bundet	SAMLET UDGAVE	1783	1872
richardt02_workid99784	 Christian Richardt	Pløjetid.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
grundtvig11val_workid103582	 N.F.S. Grundtvig	Den første dag paa jord	SAMLET UDGAVE	1783	1872
richardt02_workid99312	 Christian Richardt	Ved missionshuset 'bethanias' indvielse.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
rode_01_workid56583	 Helge Rode	Ja, var jeg maler	HVIDE BLOMSTER	1870	1937
aakjaer01val_workid63714	 Jeppe Aakjær	Jeg var saa træt -	SAMLEDE VÆRKER I	1866	1930
oehl01val_workid58770	 Adam Oehlenschläger	Guldhornene, af 'digte', 1803	POETISKE SKRIFTER I	1779	1850
larsenthfiredigt_workid58296	 Thøger Larsen	 foraarsmorgen	Fire digtsamlinger 1904-1912	1875	1928
rode_01_workid56519	 Helge Rode	Fuglen	HVIDE BLOMSTER	1870	1937
rode_13_workid55181	 Helge Rode	Skoven	DEN VILDE ROSE	1870	1937
kingo09val_workid62701	 Thomas Kingo	O store gud! vi love dig	Digtning i udvalg	1634	1703
michs_11_workid62625	 Sophus Michaëlis	Odense	ROMERSK FORAAR	1865	1932
sthen01val_workid63241	 Hans Christensen Sthen	Om trøst oc frimodighed, mod all kaarss oc modgang ... met den thone: aff dybeste nød lader ...	Skrifter I En liden Vandrebog	1544	1610
hertz10_lev_workid65560	 Henrik Hertz	Gefion og gylfe	Blandede Digte	1798	1870
grundtvig04val_workid113551	 N.F.S. Grundtvig	Om den sande christendom og om christendommens sandhed	UDVALGTE SKRIFTER	1783	1872
aakjaer02val_workid92107	 Jeppe Aakjær	Moderhjærtet. (jean richepin.)	SAMLEDE VÆRKER II	1866	1930
kingo04val_workid67990	 Thomas Kingo	Op, hierte, op med fyrig troe	Samlede Skrifter 4	1634	1703
wintherchr01val_workid73953	 Christian Winther	En situation	Poetiske Skrifter 1	1796	1876
kingo03val_workid86507	 Thomas Kingo	Nu staar jeg op i herrens navn	Samlede Skrifter 3	1634	1703
drachmann01_workid87772	 Holger Drachmann	Hjemkomsten	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
richardt02_workid72459	 Christian Richardt	Ved emmaus-kirkens indvielse.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
grundtvig12val_workid120281	 N.F.S. Grundtvig	Hører seer-skjaldens ord (vers 55)	SAMLET UDGAVE	1783	1872
richardt01_workid86337	 Christian Richardt	Til de svenske og norske frivillige.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
staffeldt01val_workid91252	 Schack von Staffeldt	I. ved et barns død	Samlede digte	1769	1826
hcaeventyr05val_workid82314	 Hans Christian Andersen	Den store søslange	Eventyr V	1805	1875
brorson03grval_workid70164	 Hans Adolph Brorson	Folk i josvæ dage kunde drage	Samlede skrifter	1694	1764
munp2_workid58261	 Gustaf Munch-Petersen	Verse	samlede skrifter II	1912	1938
worm01val_workid84922	 Jacob Worms	Hora nona! deus adsit regibus sua gratia.	SKRIFTER	1642	1693
aakjaer01val_workid74335	 Jeppe Aakjær	En fabel	SAMLEDE VÆRKER I	1866	1930
wintherchr01val_workid73761	 Christian Winther	Serenade ved  strandbredden	Poetiske Skrifter 1	1796	1876
richardt02_workid88548	 Christian Richardt	Maanebroen.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
sthen01val_workid66311	 Hans Christensen Sthen	Besluttelse paa alle forscreffne regle	Skrifter I En liden Vandrebog	1544	1610
